reference_key,reference_title,reference_arxiv,reference_url,reference_table,obs_index,gaia_dr3_id,name,bjd,rv_kms,rv_err_kms,instrument,spectral_resolution_R,snr_per_pixel,P_orb_days,P_orb_err,M_star_msun,M_star_err,M2_msun,M2_err,eccentricity,eccentricity_err,parallax_mas,parallax_err_mas,G_mag,N_rvs_table1
ElBadry2022_GaiaBH1,A Sun-like star orbiting a black hole,2209.06833v3,https://arxiv.org/abs/2209.06833,tab:rvs,8,4373465352415301632,Gaia BH1,2459805.5101,127.7,1.0,X-shooter,18400,55 ,185.6,,0.93,,9.62,0.18,0.45,,,,13.8,
ElBadry2022_GaiaBH1,A Sun-like star orbiting a black hole,2209.06833v3,https://arxiv.org/abs/2209.06833,tab:rvs,9,4373465352415301632,Gaia BH1,2459808.7388,118.0,4,GMOS,4300,75 ,185.6,,0.93,,9.62,0.18,0.45,,,,13.8,
ElBadry2022_GaiaBH1,A Sun-like star orbiting a black hole,2209.06833v3,https://arxiv.org/abs/2209.06833,tab:rvs,10,4373465352415301632,Gaia BH1,2459813.6045,90.5,0.3,FEROS,37000,20 ,185.6,,0.93,,9.62,0.18,0.45,,,,13.8,
ElBadry2022_GaiaBH1,A Sun-like star orbiting a black hole,2209.06833v3,https://arxiv.org/abs/2209.06833,tab:rvs,11,4373465352415301632,Gaia BH1,2459814.5874,86.1,0.3,FEROS,37000,15 ,185.6,,0.93,,9.62,0.18,0.45,,,,13.8,
ElBadry2022_GaiaBH1,A Sun-like star orbiting a black hole,2209.06833v3,https://arxiv.org/abs/2209.06833,tab:rvs,12,4373465352415301632,Gaia BH1,2459815.5927,81.9,0.3,FEROS,37000,19 ,185.6,,0.93,,9.62,0.18,0.45,,,,13.8,
ElBadry2022_GaiaBH1,A Sun-like star orbiting a black hole,2209.06833v3,https://arxiv.org/abs/2209.06833,tab:rvs,13,4373465352415301632,Gaia BH1,2459817.5278,74.5,0.3,FEROS,37000,20 ,185.6,,0.93,,9.62,0.18,0.45,,,,13.8,
ElBadry2022_GaiaBH1,A Sun-like star orbiting a black hole,2209.06833v3,https://arxiv.org/abs/2209.06833,tab:rvs,14,4373465352415301632,Gaia BH1,2459818.5266,71.0,0.3,FEROS,37000,20 ,185.6,,0.93,,9.62,0.18,0.45,,,,13.8,
ElBadry2022_GaiaBH1,A Sun-like star orbiting a black hole,2209.06833v3,https://arxiv.org/abs/2209.06833,tab:rvs,15,4373465352415301632,Gaia BH1,2459818.7870,67.8,4,GMOS,4300,85 ,185.6,,0.93,,9.62,0.18,0.45,,,,13.8,
ElBadry2022_GaiaBH1,A Sun-like star orbiting a black hole,2209.06833v3,https://arxiv.org/abs/2209.06833,tab:rvs,16,4373465352415301632,Gaia BH1,2459819.5543,67.0,0.3,FEROS,37000,20 ,185.6,,0.93,,9.62,0.18,0.45,,,,13.8,
ElBadry2022_GaiaBH1,A Sun-like star orbiting a black hole,2209.06833v3,https://arxiv.org/abs/2209.06833,tab:rvs,17,4373465352415301632,Gaia BH1,2459820.5465,64.0,0.3,FEROS,37000,21 ,185.6,,0.93,,9.62,0.18,0.45,,,,13.8,
ElBadry2022_GaiaBH1,A Sun-like star orbiting a black hole,2209.06833v3,https://arxiv.org/abs/2209.06833,tab:rvs,18,4373465352415301632,Gaia BH1,2459821.5669,60.7,0.3,FEROS,37000,22 ,185.6,,0.93,,9.62,0.18,0.45,,,,13.8,
ElBadry2022_GaiaBH1,A Sun-like star orbiting a black hole,2209.06833v3,https://arxiv.org/abs/2209.06833,tab:rvs,19,4373465352415301632,Gaia BH1,2459822.5745,57.8,0.3,FEROS,37000,22 ,185.6,,0.93,,9.62,0.18,0.45,,,,13.8,
ElBadry2022_GaiaBH1,A Sun-like star orbiting a black hole,2209.06833v3,https://arxiv.org/abs/2209.06833,tab:rvs,20,4373465352415301632,Gaia BH1,2459823.5422,54.8,0.3,FEROS,37000,21 ,185.6,,0.93,,9.62,0.18,0.45,,,,13.8,
ElBadry2022_GaiaBH1,A Sun-like star orbiting a black hole,2209.06833v3,https://arxiv.org/abs/2209.06833,tab:rvs,21,4373465352415301632,Gaia BH1,2459823.8525,53.76,0.1,HIRES,55000,40 ,185.6,,0.93,,9.62,0.18,0.45,,,,13.8,
ElBadry2022_GaiaBH1,A Sun-like star orbiting a black hole,2209.06833v3,https://arxiv.org/abs/2209.06833,tab:rvs,22,4373465352415301632,Gaia BH1,2459824.5305,52.1,0.3,FEROS,37000,18 ,185.6,,0.93,,9.62,0.18,0.45,,,,13.8,
ElBadry2022_GaiaBH1,A Sun-like star orbiting a black hole,2209.06833v3,https://arxiv.org/abs/2209.06833,tab:rvs,23,4373465352415301632,Gaia BH1,2459824.8516,51.18,0.1,HIRES,55000,40 ,185.6,,0.93,,9.62,0.18,0.45,,,,13.8,
ElBadry2022_GaiaBH1,A Sun-like star orbiting a black hole,2209.06833v3,https://arxiv.org/abs/2209.06833,tab:rvs,24,4373465352415301632,Gaia BH1,2459825.5361,49.8,0.3,FEROS,37000,20 ,185.6,,0.93,,9.62,0.18,0.45,,,,13.8,
ElBadry2022_GaiaBH1,A Sun-like star orbiting a black hole,2209.06833v3,https://arxiv.org/abs/2209.06833,tab:rvs,25,4373465352415301632,Gaia BH1,2459826.7920,46.59,0.1,HIRES,55000,40 ,185.6,,0.93,,9.62,0.18,0.45,,,,13.8,
ElBadry2022_GaiaBH1,A Sun-like star orbiting a black hole,2209.06833v3,https://arxiv.org/abs/2209.06833,tab:rvs,26,4373465352415301632,Gaia BH1,2459828.5677,42.2,0.3,FEROS,37000,20 ,185.6,,0.93,,9.62,0.18,0.45,,,,13.8,
ElBadry2022_GaiaBH1,A Sun-like star orbiting a black hole,2209.06833v3,https://arxiv.org/abs/2209.06833,tab:rvs,27,4373465352415301632,Gaia BH1,2459829.5373,42.1,3,MagE,5400,80 ,185.6,,0.93,,9.62,0.18,0.45,,,,13.8,
ElBadry2022_GaiaBH1,A Sun-like star orbiting a black hole,2209.06833v3,https://arxiv.org/abs/2209.06833,tab:rvs,28,4373465352415301632,Gaia BH1,2459829.5768,40.4,0.3,FEROS,37000,17 ,185.6,,0.93,,9.62,0.18,0.45,,,,13.8,
ElBadry2022_GaiaBH1,A Sun-like star orbiting a black hole,2209.06833v3,https://arxiv.org/abs/2209.06833,tab:rvs,29,4373465352415301632,Gaia BH1,2459830.6452,38.5,0.3,FEROS,37000,10 ,185.6,,0.93,,9.62,0.18,0.45,,,,13.8,
ElBadry2022_GaiaBH1,A Sun-like star orbiting a black hole,2209.06833v3,https://arxiv.org/abs/2209.06833,tab:rvs,30,4373465352415301632,Gaia BH1,2459831.6223,36.5,0.5,FEROS,37000,5 ,185.6,,0.93,,9.62,0.18,0.45,,,,13.8,
ElBadry2022_GaiaBH1,A Sun-like star orbiting a black hole,2209.06833v3,https://arxiv.org/abs/2209.06833,tab:rvs,31,4373465352415301632,Gaia BH1,2459833.7523,33.23,0.1,HIRES,55000,40 ,185.6,,0.93,,9.62,0.18,0.45,,,,13.8,
ElBadry2022_GaiaBH1,A Sun-like star orbiting a black hole,2209.06833v3,https://arxiv.org/abs/2209.06833,tab:rvs,32,4373465352415301632,Gaia BH1,2459834.5509,32.3,0.3,FEROS,37000,11 ,185.6,,0.93,,9.62,0.18,0.45,,,,13.8,
ElBadry2022_GaiaBH1,A Sun-like star orbiting a black hole,2209.06833v3,https://arxiv.org/abs/2209.06833,tab:rvs,33,4373465352415301632,Gaia BH1,2459834.7691,31.74,0.1,HIRES,55000,40 ,185.6,,0.93,,9.62,0.18,0.45,,,,13.8,
ElBadry2022_GaiaBH1,A Sun-like star orbiting a black hole,2209.06833v3,https://arxiv.org/abs/2209.06833,tab:rvs,34,4373465352415301632,Gaia BH1,2459835.7678,30.14,0.1,HIRES,55000,40 ,185.6,,0.93,,9.62,0.18,0.45,,,,13.8,
ElBadry2022_GaiaBH1,A Sun-like star orbiting a black hole,2209.06833v3,https://arxiv.org/abs/2209.06833,tab:rvs,35,4373465352415301632,Gaia BH1,2459838.8082,26.35,0.1,HIRES,55000,40 ,185.6,,0.93,,9.62,0.18,0.45,,,,13.8,
ElBadry2022_GaiaBH1,A Sun-like star orbiting a black hole,2209.06833v3,https://arxiv.org/abs/2209.06833,tab:rvs,36,4373465352415301632,Gaia BH1,2459838.7208,27.5,4,GMOS,4300,78 ,185.6,,0.93,,9.62,0.18,0.45,,,,13.8,
ElBadry2022_GaiaBH1,A Sun-like star orbiting a black hole,2209.06833v3,https://arxiv.org/abs/2209.06833,tab:rvs,37,4373465352415301632,Gaia BH1,2459840.7729,24.20,0.1,HIRES,55000,40 ,185.6,,0.93,,9.62,0.18,0.45,,,,13.8,
ElBadry2022_GaiaBH1,A Sun-like star orbiting a black hole,2209.06833v3,https://arxiv.org/abs/2209.06833,tab:rvs,38,4373465352415301632,Gaia BH1,2459845.5069,19.4,1.0,X-shooter,11600,45 ,185.6,,0.93,,9.62,0.18,0.45,,,,13.8,
ElBadry2022_GaiaBH1,A Sun-like star orbiting a black hole,2209.06833v3,https://arxiv.org/abs/2209.06833,tab:rvs,39,4373465352415301632,Gaia BH1,2459855.5012,14.2,1.0,X-shooter,11600,45 ,185.6,,0.93,,9.62,0.18,0.45,,,,13.8,
ElBadry2022_GaiaBH1,A Sun-like star orbiting a black hole,2209.06833v3,https://arxiv.org/abs/2209.06833,tab:rvs,40,4373465352415301632,Gaia BH1,2459868.5128,9.3,1.0,X-shooter,11600,40 ,185.6,,0.93,,9.62,0.18,0.45,,,,13.8,
ElBadry2022_GaiaBH1,A Sun-like star orbiting a black hole,2209.06833v3,https://arxiv.org/abs/2209.06833,tab:rvs,41,4373465352415301632,Gaia BH1,2459877.6978,10.5,1.5,ESI,12000,60 ,185.6,,0.93,,9.62,0.18,0.45,,,,13.8,
Simon2026_DR3_compact_followup,Radial Velocity Orbital Solutions for Candidate Black Hole and Neutron Star Binary Systems in the Gaia Data Release 3 Catalog,2603.20371v1,https://arxiv.org/abs/2603.20371,Table 2 (velocity_table_stub.tex),1,5593444799901901696,,2459908.66,12.80,3.00,FEROS ,,,1038.8,,1.28,,1.8,,,,,,14.42,14
Simon2026_DR3_compact_followup,Radial Velocity Orbital Solutions for Candidate Black Hole and Neutron Star Binary Systems in the Gaia Data Release 3 Catalog,2603.20371v1,https://arxiv.org/abs/2603.20371,Table 2 (velocity_table_stub.tex),2,5593444799901901696,,2459920.67,11.10,3.00,FEROS ,,,1038.8,,1.28,,1.8,,,,,,14.42,14
Simon2026_DR3_compact_followup,Radial Velocity Orbital Solutions for Candidate Black Hole and Neutron Star Binary Systems in the Gaia Data Release 3 Catalog,2603.20371v1,https://arxiv.org/abs/2603.20371,Table 2 (velocity_table_stub.tex),3,5593444799901901696,,2459994.78,22.00,3.00,FEROS ,,,1038.8,,1.28,,1.8,,,,,,14.42,14
Simon2026_DR3_compact_followup,Radial Velocity Orbital Solutions for Candidate Black Hole and Neutron Star Binary Systems in the Gaia Data Release 3 Catalog,2603.20371v1,https://arxiv.org/abs/2603.20371,Table 2 (velocity_table_stub.tex),4,5593444799901901696,,2459977.73,16.10,1.50,MIKE ,,,1038.8,,1.28,,1.8,,,,,,14.42,14
Simon2026_DR3_compact_followup,Radial Velocity Orbital Solutions for Candidate Black Hole and Neutron Star Binary Systems in the Gaia Data Release 3 Catalog,2603.20371v1,https://arxiv.org/abs/2603.20371,Table 2 (velocity_table_stub.tex),5,5593444799901901696,,2460037.53,19.90,1.00,MIKE ,,,1038.8,,1.28,,1.8,,,,,,14.42,14
Simon2026_DR3_compact_followup,Radial Velocity Orbital Solutions for Candidate Black Hole and Neutron Star Binary Systems in the Gaia Data Release 3 Catalog,2603.20371v1,https://arxiv.org/abs/2603.20371,Table 2 (velocity_table_stub.tex),6,5593444799901901696,,2460038.58,19.20,3.00,FEROS ,,,1038.8,,1.28,,1.8,,,,,,14.42,14
Simon2026_DR3_compact_followup,Radial Velocity Orbital Solutions for Candidate Black Hole and Neutron Star Binary Systems in the Gaia Data Release 3 Catalog,2603.20371v1,https://arxiv.org/abs/2603.20371,Table 2 (velocity_table_stub.tex),7,5593444799901901696,,2460040.63,14.30,3.00,FEROS ,,,1038.8,,1.28,,1.8,,,,,,14.42,14
Simon2026_DR3_compact_followup,Radial Velocity Orbital Solutions for Candidate Black Hole and Neutron Star Binary Systems in the Gaia Data Release 3 Catalog,2603.20371v1,https://arxiv.org/abs/2603.20371,Table 2 (velocity_table_stub.tex),8,5593444799901901696,,2460076.50,21.40,0.70,MIKE ,,,1038.8,,1.28,,1.8,,,,,,14.42,14
Simon2026_DR3_compact_followup,Radial Velocity Orbital Solutions for Candidate Black Hole and Neutron Star Binary Systems in the Gaia Data Release 3 Catalog,2603.20371v1,https://arxiv.org/abs/2603.20371,Table 2 (velocity_table_stub.tex),9,5593444799901901696,,2460095.49,21.50,1.50,MIKE ,,,1038.8,,1.28,,1.8,,,,,,14.42,14
Simon2026_DR3_compact_followup,Radial Velocity Orbital Solutions for Candidate Black Hole and Neutron Star Binary Systems in the Gaia Data Release 3 Catalog,2603.20371v1,https://arxiv.org/abs/2603.20371,Table 2 (velocity_table_stub.tex),10,5593444799901901696,,2460281.79,6.20,0.90,MIKE ,,,1038.8,,1.28,,1.8,,,,,,14.42,14
Simon2026_DR3_compact_followup,Radial Velocity Orbital Solutions for Candidate Black Hole and Neutron Star Binary Systems in the Gaia Data Release 3 Catalog,2603.20371v1,https://arxiv.org/abs/2603.20371,Table 2 (velocity_table_stub.tex),11,5593444799901901696,,2460345.70,3.40,1.10,MIKE ,,,1038.8,,1.28,,1.8,,,,,,14.42,14
Simon2026_DR3_compact_followup,Radial Velocity Orbital Solutions for Candidate Black Hole and Neutron Star Binary Systems in the Gaia Data Release 3 Catalog,2603.20371v1,https://arxiv.org/abs/2603.20371,Table 2 (velocity_table_stub.tex),12,5593444799901901696,,2460362.73,2.70,1.50,MIKE ,,,1038.8,,1.28,,1.8,,,,,,14.42,14
Simon2026_DR3_compact_followup,Radial Velocity Orbital Solutions for Candidate Black Hole and Neutron Star Binary Systems in the Gaia Data Release 3 Catalog,2603.20371v1,https://arxiv.org/abs/2603.20371,Table 2 (velocity_table_stub.tex),13,5593444799901901696,,2460405.35,4.60,1.00,MIKE ,,,1038.8,,1.28,,1.8,,,,,,14.42,14
Simon2026_DR3_compact_followup,Radial Velocity Orbital Solutions for Candidate Black Hole and Neutron Star Binary Systems in the Gaia Data Release 3 Catalog,2603.20371v1,https://arxiv.org/abs/2603.20371,Table 2 (velocity_table_stub.tex),14,5593444799901901696,,2460790.54,12.10,1.00,MIKE ,,,1038.8,,1.28,,1.8,,,,,,14.42,14
