chunk_key,bias_mean_kms,bias_rms_kms,n,bootstrap_mean_kms,bootstrap_std_kms
26_4,-0.3821494654782439,0.1697277658860813,100,-0.38263454435291194,0.03138703868369154
26_5,-0.18263307765160475,0.2803107201940623,32,-0.005483541765180577,0.06487119924773532
26_6,-0.09854586352549885,0.4017507316898778,44,-0.13138879480130833,0.09941536096596817
26_7,-0.9048584691653188,0.23910443970715525,26,-0.8580919333904291,0.0903406225667634
27_1,-0.9484958376142961,0.30739965180556106,58,-0.8911053137376157,0.06776095136681662
27_2,-0.4185733046800004,0.2334822524070479,32,-0.4014761627567766,0.09843390658641273
27_3,0.4484122320494748,0.27742418087563603,61,0.48948265966428933,0.04687359330180303
27_4,0.9069101319207141,0.17658716191283766,24,0.8950386522621939,0.058126275653301925
27_5,0.3572139123258703,0.273214161282132,62,0.28843559543317704,0.06292327642575787
27_6,0.7723777521099653,0.15439646866317785,36,0.7780072085464766,0.04016295568900567
27_7,-0.16773483871115938,0.19442530302011893,26,-0.11514010319207582,0.07830855782248983
28_1,-0.8758149481594772,0.28446442017046175,33,-0.703181992800217,0.06313696463401229
28_2,-0.6504421594194806,0.1951822498814272,51,-0.505904950517731,0.04797466369732525
28_3,-0.603673087717413,0.18523660797150399,76,-0.506185699068766,0.046593180468620245
28_4,0.4087748404584997,0.7302483836994591,27,0.20147372076001255,0.13839357894809445
28_5,0.1795928343973314,0.38080966953175777,58,0.2769208007826008,0.06348811375536986
28_6,-0.07406282113289273,0.43969653542325593,34,0.15138973595797844,0.1019775943267758
28_7,0.07940566175276009,0.24258111722389986,51,0.12891327627222388,0.08270945315878189
29_0,-0.8137561631929033,0.2906185843919588,11,-0.660237501377501,0.15342857648308683
29_1,-0.6057879048007756,0.6056660963323838,75,-0.405411727712165,0.0824563739066101
29_2,-0.14008447629524348,0.31884612531283607,77,-0.043883076855656455,0.0542940739588769
29_3,0.2713785304813811,0.16391228408603256,108,0.3022234829525532,0.026088159813754976
29_4,0.46283259085870065,0.2506295282119997,98,0.4268401958932695,0.04868638875308663
29_5,-0.03075416247227816,0.2798878043431026,73,-0.04534439219615288,0.054180087820622926
29_6,0.14830189469044486,0.25467863529815016,81,0.15204264016871188,0.05199843595019944
29_7,-0.01898733891434943,0.18109599723209682,45,-0.02418224296268396,0.05476859765699111
30_1,-1.3111810791492113,0.17748851015240502,57,-1.2646703863217745,0.054204369495194075
30_2,-0.428189545082931,0.4571768091760162,60,-0.3615612860213038,0.06289813104803935
30_3,-0.1856260696754946,0.3104724961202677,96,-0.07306474077717588,0.04599031554768111
30_4,0.24726476718395748,0.38213340389614,65,0.34484386341921325,0.07280200684566634
30_5,-0.41439087318396484,0.49396396004499116,89,-0.3783899730549487,0.05705093959602411
30_6,-0.3338314520943347,0.202690123215655,77,-0.3074267221159704,0.04578803016064332
30_7,0.10100698365662732,0.28744119559204173,47,0.1782262580580437,0.06907245151443703
31_1,-1.0497375280865258,0.3221212117513076,63,-0.9803279993202568,0.05814456442623275
31_2,-0.3019861253745465,0.2642506626052422,106,-0.29698089101011965,0.042070793124621385
31_3,0.48845343427588245,0.21653056725094624,60,0.600597429158539,0.05094395081106563
31_4,0.21850358243295046,0.17520318106427193,86,0.18019642408528327,0.04489553598021406
31_5,0.5602478790786511,0.7033733145779074,13,0.5950162908189869,0.19054864949976988
31_6,0.1744113558313529,0.22097739518391257,77,0.11031120277269385,0.036914555371140544
31_7,-0.05684747625324182,0.34235209046238413,9,0.20623892659897605,0.18350319603519716
32_0,-0.9686794562114327,0.25365944778196015,3,-1.0771536138780646,0.1703750296297647
32_1,-1.0907238672995967,0.31088370306479135,29,-0.9613517438417775,0.13373887153085615
32_2,-0.3873107999976935,0.3113326682990732,14,-0.1878625911590926,0.1123675830916393
32_3,-0.532355152856447,0.19143230528680483,65,-0.5080459270521746,0.04311749411309644
32_4,-0.1829999791096677,0.21004409998871476,27,-0.1803200164050317,0.05459515658560792
32_5,-0.14467023785423455,0.19603113657009785,14,-0.20115848285567697,0.13439243691436797
32_6,0.40820953581595704,0.3243757404193742,18,0.03957185082051419,0.20995411349793366
32_7,-0.016008510089917046,0.5123890643351577,10,-0.1830626392856815,0.22576280595444
33_1,-0.484181677050096,0.4235864805953453,6,-0.5248837412823836,0.24200311428945473
33_2,-0.17773856752688333,0.20896683916454759,69,-0.14845805543871488,0.046650728236023835
33_3,0.39087892447028777,0.1269697193902742,15,0.4951162460543695,0.040505817476913404
33_4,0.6480202988587173,0.3323779838861468,61,0.6216574061572134,0.051875224510742474
33_5,0.2905537144220033,0.30137303097889073,82,0.17794149974091447,0.05504490836564591
33_6,-0.2826760805616251,0.22548590404708163,45,-0.310719353756036,0.059229452382694545
33_7,0.18659660652130255,0.23426048008811529,12,0.24347339544735053,0.12819718329481908
34_0,-1.2519202959564637,0.16579606941359798,2,-1.3114395844264248,0.12372850217195755
34_1,-1.0162272140121043,0.3259618280867433,24,-0.9253296288805682,0.093124759499384
34_2,-0.12383410251163152,0.3798996609763888,91,-0.1473910357464767,0.048624117119688746
34_3,-0.06809673165369262,0.3187977395165761,31,-0.09054539904194271,0.11371288428038205
34_4,0.18207694984584188,0.3874793425081358,75,0.15138334370115236,0.05828523493296251
34_5,0.9808053574880856,0.26733478423397256,42,1.0105867352704783,0.05623943619611463
34_6,0.8744531976347121,0.3037997415322381,68,0.9149681732416299,0.04330343028962724
34_7,-0.6997519848014215,0.18483946861686654,53,-0.6609084915038922,0.046910021411117483
35_0,-0.696460699183421,0.34870653523248174,38,-0.7845463241326024,0.08236278553346005
